d(1, 1) = 1.41421
d(1040, 1040) = 1470.78
d(1041, 1041) = 1472.2
d(1042, 1042) = 1473.61
d(1043, 1043) = 1475.02
d(1044, 1044) = 1476.44
d(1045, 1045) = 1477.85
d(1046, 1046) = 1479.27
d(1047, 1047) = 1480.68
d(1048, 1048) = 1482.1
d(1049, 1049) = 1483.51
d(1050, 1050) = 1484.92
d(1051, 1051) = 1486.34
d(1052, 1052) = 1487.75
d(1053, 1053) = 1489.17
d(1054, 1054) = 1490.58
d(1055, 1055) = 1492
d(1056, 1056) = 1493.41
d(1057, 1057) = 1494.82
d(1058, 1058) = 1496.24
d(1059, 1059) = 1497.65
d(1060, 1060) = 1499.07
d(1061, 1061) = 1500.48
d(1062, 1062) = 1501.89
d(1063, 1063) = 1503.31
d(1064, 1064) = 1504.72
d(1065, 1065) = 1506.14
d(1066, 1066) = 1507.55
d(1067, 1067) = 1508.97
d(1068, 1068) = 1510.38
d(1069, 1069) = 1511.79
d(1070, 1070) = 1513.21
d(1071, 1071) = 1514.62
d(1072, 1072) = 1516.04
d(1073, 1073) = 1517.45
d(1074, 1074) = 1518.87
d(1075, 1075) = 1520.28
d(1076, 1076) = 1521.69
d(1077, 1077) = 1523.11
d(1078, 1078) = 1524.52
d(1079, 1079) = 1525.94
d(1080, 1080) = 1527.35
d(1081, 1081) = 1528.76
d(1082, 1082) = 1530.18
d(1083, 1083) = 1531.59
d(1084, 1084) = 1533.01
d(1085, 1085) = 1534.42
d(1086, 1086) = 1535.84
d(1087, 1087) = 1537.25
d(1088, 1088) = 1538.66
d(1089, 1089) = 1540.08
d(1090, 1090) = 1541.49
d(1091, 1091) = 1542.91
d(1092, 1092) = 1544.32
d(1093, 1093) = 1545.74
d(1094, 1094) = 1547.15
d(1095, 1095) = 1548.56
d(1096, 1096) = 1549.98
d(1097, 1097) = 1551.39
d(1098, 1098) = 1552.81
d(1099, 1099) = 1554.22
d(1100, 1100) = 1555.63
d(1101, 1101) = 1557.05
d(1102, 1102) = 1558.46
d(1103, 1103) = 1559.88
d(1104, 1104) = 1561.29
d(1105, 1105) = 1562.71
d(1106, 1106) = 1564.12
d(1107, 1107) = 1565.53
d(1108, 1108) = 1566.95
d(1109, 1109) = 1568.36
d(1110, 1110) = 1569.78
d(1111, 1111) = 1571.19
d(1112, 1112) = 1572.61
d(1113, 1113) = 1574.02
d(1114, 1114) = 1575.43
d(1115, 1115) = 1576.85
d(1116, 1116) = 1578.26
d(1117, 1117) = 1579.68
d(1118, 1118) = 1581.09
d(1119, 1119) = 1582.5
d(1120, 1120) = 1583.92
d(1121, 1121) = 1585.33
d(1122, 1122) = 1586.75
d(1123, 1123) = 1588.16
d(1124, 1124) = 1589.58
d(1125, 1125) = 1590.99
d(1126, 1126) = 1592.4
d(1127, 1127) = 1593.82
d(1128, 1128) = 1595.23
d(1129, 1129) = 1596.65
d(1130, 1130) = 1598.06
d(1131, 1131) = 1599.48
d(1132, 1132) = 1600.89
d(1133, 1133) = 1602.3
d(1134, 1134) = 1603.72
d(1135, 1135) = 1605.13
d(1136, 1136) = 1606.55
d(1137, 1137) = 1607.96
d(1138, 1138) = 1609.38
d(1139, 1139) = 1610.79
d(1140, 1140) = 1612.2
d(1141, 1141) = 1613.62
d(1142, 1142) = 1615.03
d(1143, 1143) = 1616.45
d(1144, 1144) = 1617.86
d(1145, 1145) = 1619.27
d(1146, 1146) = 1620.69
d(1147, 1147) = 1622.1
d(1148, 1148) = 1623.52
d(1149, 1149) = 1624.93
d(1150, 1150) = 1626.35
d(1151, 1151) = 1627.76
d(1152, 1152) = 1629.17
d(1153, 1153) = 1630.59
d(1154, 1154) = 1632
d(1155, 1155) = 1633.42
d(1156, 1156) = 1634.83
d(1157, 1157) = 1636.25
d(1158, 1158) = 1637.66
d(1159, 1159) = 1639.07
d(1160, 1160) = 1640.49
d(1161, 1161) = 1641.9
d(1162, 1162) = 1643.32
d(1163, 1163) = 1644.73
d(1164, 1164) = 1646.14
d(1165, 1165) = 1647.56
d(1166, 1166) = 1648.97
d(1167, 1167) = 1650.39
d(1168, 1168) = 1651.8
d(1169, 1169) = 1653.22
d(1170, 1170) = 1654.63
d(1171, 1171) = 1656.04
d(1172, 1172) = 1657.46
d(1173, 1173) = 1658.87
d(1174, 1174) = 1660.29
d(1175, 1175) = 1661.7
d(1176, 1176) = 1663.12
d(1177, 1177) = 1664.53
d(1178, 1178) = 1665.94
d(1179, 1179) = 1667.36
d(1180, 1180) = 1668.77
d(1181, 1181) = 1670.19
d(1182, 1182) = 1671.6
d(1183, 1183) = 1673.01
d(1184, 1184) = 1674.43
d(1185, 1185) = 1675.84
d(1186, 1186) = 1677.26
d(1187, 1187) = 1678.67
d(1188, 1188) = 1680.09
d(1189, 1189) = 1681.5
d(1190, 1190) = 1682.91
d(1191, 1191) = 1684.33
d(1192, 1192) = 1685.74
d(1193, 1193) = 1687.16
d(1194, 1194) = 1688.57
d(1195, 1195) = 1689.99
d(1196, 1196) = 1691.4
d(1197, 1197) = 1692.81
d(1198, 1198) = 1694.23
d(1199, 1199) = 1695.64
d(1200, 1200) = 1697.06
d(1201, 1201) = 1698.47
d(1202, 1202) = 1699.88
d(1203, 1203) = 1701.3
d(1204, 1204) = 1702.71
d(1205, 1205) = 1704.13
d(1206, 1206) = 1705.54
d(1207, 1207) = 1706.96
d(1208, 1208) = 1708.37
d(1209, 1209) = 1709.78
d(1210, 1210) = 1711.2
d(1211, 1211) = 1712.61
d(1212, 1212) = 1714.03
d(1213, 1213) = 1715.44
d(1214, 1214) = 1716.86
d(1215, 1215) = 1718.27
d(1216, 1216) = 1719.68
d(1217, 1217) = 1721.1
d(1218, 1218) = 1722.51
d(1219, 1219) = 1723.93
d(1220, 1220) = 1725.34
d(1221, 1221) = 1726.75
d(1222, 1222) = 1728.17
d(1223, 1223) = 1729.58
d(1224, 1224) = 1731
d(1225, 1225) = 1732.41
d(1226, 1226) = 1733.83
d(1227, 1227) = 1735.24
d(1228, 1228) = 1736.65
d(1229, 1229) = 1738.07
d(1230, 1230) = 1739.48
d(1231, 1231) = 1740.9
d(1232, 1232) = 1742.31
d(1233, 1233) = 1743.73
d(1234, 1234) = 1745.14
d(1235, 1235) = 1746.55
d(1236, 1236) = 1747.97
d(1237, 1237) = 1749.38
d(1238, 1238) = 1750.8
d(1239, 1239) = 1752.21
d(1240, 1240) = 1753.62
d(1241, 1241) = 1755.04
d(1242, 1242) = 1756.45
d(1243, 1243) = 1757.87
d(1244, 1244) = 1759.28
d(1245, 1245) = 1760.7
d(1246, 1246) = 1762.11
d(1247, 1247) = 1763.52
d(1248, 1248) = 1764.94
d(1249, 1249) = 1766.35
d(1250, 1250) = 1767.77
d(1251, 1251) = 1769.18
d(1252, 1252) = 1770.6
d(1253, 1253) = 1772.01
d(1254, 1254) = 1773.42
d(1255, 1255) = 1774.84
d(1256, 1256) = 1776.25
d(1257, 1257) = 1777.67
d(1258, 1258) = 1779.08
d(1259, 1259) = 1780.49
d(1260, 1260) = 1781.91
d(1261, 1261) = 1783.32
d(1262, 1262) = 1784.74
d(1263, 1263) = 1786.15
d(1264, 1264) = 1787.57
d(1265, 1265) = 1788.98
d(1266, 1266) = 1790.39
d(1267, 1267) = 1791.81
d(1268, 1268) = 1793.22
d(1269, 1269) = 1794.64
d(1270, 1270) = 1796.05
d(1271, 1271) = 1797.47
d(1272, 1272) = 1798.88
d(1273, 1273) = 1800.29
d(1274, 1274) = 1801.71
d(1275, 1275) = 1803.12
d(1276, 1276) = 1804.54
d(1277, 1277) = 1805.95
d(1278, 1278) = 1807.36
d(1279, 1279) = 1808.78
d(1280, 1280) = 1810.19
d(1281, 1281) = 1811.61
d(1282, 1282) = 1813.02
d(1283, 1283) = 1814.44
d(1284, 1284) = 1815.85
d(1285, 1285) = 1817.26
d(1286, 1286) = 1818.68
d(1287, 1287) = 1820.09
d(1288, 1288) = 1821.51
d(1289, 1289) = 1822.92
d(1290, 1290) = 1824.34
d(1291, 1291) = 1825.75
d(1292, 1292) = 1827.16
d(1293, 1293) = 1828.58
d(1294, 1294) = 1829.99
d(1295, 1295) = 1831.41
d(1296, 1296) = 1832.82
d(1297, 1297) = 1834.23
d(1298, 1298) = 1835.65
d(1299, 1299) = 1837.06
d(1300, 1300) = 1838.48
d(1301, 1301) = 1839.89
d(1302, 1302) = 1841.31
d(1303, 1303) = 1842.72
d(1304, 1304) = 1844.13
d(1305, 1305) = 1845.55
d(1306, 1306) = 1846.96
d(1307, 1307) = 1848.38
d(1308, 1308) = 1849.79
d(1309, 1309) = 1851.21
d(1310, 1310) = 1852.62
d(1311, 1311) = 1854.03
d(1312, 1312) = 1855.45
d(1313, 1313) = 1856.86
d(1314, 1314) = 1858.28
d(1315, 1315) = 1859.69
d(1316, 1316) = 1861.11
d(1317, 1317) = 1862.52
d(1318, 1318) = 1863.93
d(1319, 1319) = 1865.35
d(1320, 1320) = 1866.76
d(1321, 1321) = 1868.18
d(1322, 1322) = 1869.59
d(1323, 1323) = 1871
d(1324, 1324) = 1872.42
d(1325, 1325) = 1873.83
d(1326, 1326) = 1875.25
d(1327, 1327) = 1876.66
d(1328, 1328) = 1878.08
d(1329, 1329) = 1879.49
d(1330, 1330) = 1880.9
d(1331, 1331) = 1882.32
d(1332, 1332) = 1883.73
d(1333, 1333) = 1885.15
d(1334, 1334) = 1886.56
d(1335, 1335) = 1887.98
d(1336, 1336) = 1889.39
d(1337, 1337) = 1890.8
d(1338, 1338) = 1892.22
d(1339, 1339) = 1893.63
d(1340, 1340) = 1895.05
d(1341, 1341) = 1896.46
d(1342, 1342) = 1897.87
d(1343, 1343) = 1899.29
d(1344, 1344) = 1900.7
d(1345, 1345) = 1902.12
d(1346, 1346) = 1903.53
d(1347, 1347) = 1904.95
d(1348, 1348) = 1906.36
d(1349, 1349) = 1907.77
d(1350, 1350) = 1909.19
d(1351, 1351) = 1910.6
d(1352, 1352) = 1912.02
d(1353, 1353) = 1913.43
d(1354, 1354) = 1914.85
d(1355, 1355) = 1916.26
d(1356, 1356) = 1917.67
d(1357, 1357) = 1919.09
d(1358, 1358) = 1920.5
d(1359, 1359) = 1921.92
d(1360, 1360) = 1923.33
d(1361, 1361) = 1924.74
d(1362, 1362) = 1926.16
d(1363, 1363) = 1927.57
d(1364, 1364) = 1928.99
d(1365, 1365) = 1930.4
d(1366, 1366) = 1931.82
d(1367, 1367) = 1933.23
d(1368, 1368) = 1934.64
d(1369, 1369) = 1936.06
d(1370, 1370) = 1937.47
d(1371, 1371) = 1938.89
d(1372, 1372) = 1940.3
d(1373, 1373) = 1941.72
d(1374, 1374) = 1943.13
d(1375, 1375) = 1944.54
d(1376, 1376) = 1945.96
d(1377, 1377) = 1947.37
d(1378, 1378) = 1948.79
d(1379, 1379) = 1950.2
d(1380, 1380) = 1951.61
d(1381, 1381) = 1953.03
d(1382, 1382) = 1954.44
d(1383, 1383) = 1955.86
d(1384, 1384) = 1957.27
d(1385, 1385) = 1958.69
d(1386, 1386) = 1960.1
d(1387, 1387) = 1961.51
d(1388, 1388) = 1962.93
d(1389, 1389) = 1964.34
d(1390, 1390) = 1965.76
d(1391, 1391) = 1967.17
d(1392, 1392) = 1968.59
d(1393, 1393) = 1970
d(1394, 1394) = 1971.41
d(1395, 1395) = 1972.83
d(1396, 1396) = 1974.24
d(1397, 1397) = 1975.66
d(1398, 1398) = 1977.07
d(1399, 1399) = 1978.48
d(1400, 1400) = 1979.9
d(1401, 1401) = 1981.31
d(1402, 1402) = 1982.73
d(1403, 1403) = 1984.14
d(1404, 1404) = 1985.56
d(1405, 1405) = 1986.97
d(1406, 1406) = 1988.38
d(1407, 1407) = 1989.8
d(1408, 1408) = 1991.21
d(1409, 1409) = 1992.63
d(1410, 1410) = 1994.04
d(1411, 1411) = 1995.46
d(1412, 1412) = 1996.87
d(1413, 1413) = 1998.28
d(1414, 1414) = 1999.7
d(1415, 1415) = 2001.11
d(1416, 1416) = 2002.53
d(1417, 1417) = 2003.94
d(1418, 1418) = 2005.35
d(1419, 1419) = 2006.77
d(1420, 1420) = 2008.18
d(1421, 1421) = 2009.6
d(1422, 1422) = 2011.01
d(1423, 1423) = 2012.43
d(1424, 1424) = 2013.84
d(1425, 1425) = 2015.25
d(1426, 1426) = 2016.67
d(1427, 1427) = 2018.08
d(1428, 1428) = 2019.5
d(1429, 1429) = 2020.91
d(1430, 1430) = 2022.33
d(1431, 1431) = 2023.74
d(1432, 1432) = 2025.15
d(1433, 1433) = 2026.57
d(1434, 1434) = 2027.98
d(1435, 1435) = 2029.4
d(1436, 1436) = 2030.81
d(1437, 1437) = 2032.22
d(1438, 1438) = 2033.64
d(1439, 1439) = 2035.05
d(1440, 1440) = 2036.47
d(1441, 1441) = 2037.88
d(1442, 1442) = 2039.3
d(1443, 1443) = 2040.71
d(1444, 1444) = 2042.12
d(1445, 1445) = 2043.54
d(1446, 1446) = 2044.95
d(1447, 1447) = 2046.37
d(1448, 1448) = 2047.78
d(1449, 1449) = 2049.2
d(1450, 1450) = 2050.61
d(1451, 1451) = 2052.02
d(1452, 1452) = 2053.44
d(1453, 1453) = 2054.85
d(1454, 1454) = 2056.27
d(1455, 1455) = 2057.68
d(1456, 1456) = 2059.09
d(1457, 1457) = 2060.51
d(1458, 1458) = 2061.92
d(1459, 1459) = 2063.34
d(1460, 1460) = 2064.75
d(1461, 1461) = 2066.17
d(1462, 1462) = 2067.58
d(1463, 1463) = 2068.99
d(1464, 1464) = 2070.41
d(1465, 1465) = 2071.82
d(1466, 1466) = 2073.24
d(1467, 1467) = 2074.65
d(1468, 1468) = 2076.07
d(1469, 1469) = 2077.48
d(1470, 1470) = 2078.89
d(1471, 1471) = 2080.31
d(1472, 1472) = 2081.72
d(1473, 1473) = 2083.14
d(1474, 1474) = 2084.55
d(1475, 1475) = 2085.97
d(1476, 1476) = 2087.38
d(1477, 1477) = 2088.79
d(1478, 1478) = 2090.21
d(1479, 1479) = 2091.62
d(1480, 1480) = 2093.04
d(1481, 1481) = 2094.45
d(1482, 1482) = 2095.86
d(1483, 1483) = 2097.28
d(1484, 1484) = 2098.69
d(1485, 1485) = 2100.11
d(1486, 1486) = 2101.52
d(1487, 1487) = 2102.94
d(1488, 1488) = 2104.35
d(1489, 1489) = 2105.76
d(1490, 1490) = 2107.18
d(1491, 1491) = 2108.59
d(1492, 1492) = 2110.01
d(1493, 1493) = 2111.42
d(1494, 1494) = 2112.84
d(1495, 1495) = 2114.25
d(1496, 1496) = 2115.66
d(1497, 1497) = 2117.08
d(1498, 1498) = 2118.49
d(1499, 1499) = 2119.91
d(1500, 1500) = 2121.32
d(1501, 1501) = 2122.73
d(1502, 1502) = 2124.15
d(1503, 1503) = 2125.56
d(1504, 1504) = 2126.98
d(1505, 1505) = 2128.39
d(1506, 1506) = 2129.81
d(1507, 1507) = 2131.22
d(1508, 1508) = 2132.63
d(1509, 1509) = 2134.05
d(1510, 1510) = 2135.46
d(1511, 1511) = 2136.88
d(1512, 1512) = 2138.29
d(1513, 1513) = 2139.71
d(1514, 1514) = 2141.12
d(1515, 1515) = 2142.53
d(1516, 1516) = 2143.95
d(1517, 1517) = 2145.36
d(1518, 1518) = 2146.78
d(1519, 1519) = 2148.19
d(1520, 1520) = 2149.6
d(1521, 1521) = 2151.02
d(1522, 1522) = 2152.43
d(1523, 1523) = 2153.85
d(1524, 1524) = 2155.26
d(1525, 1525) = 2156.68
d(1526, 1526) = 2158.09
d(1527, 1527) = 2159.5
d(1528, 1528) = 2160.92
d(1529, 1529) = 2162.33
d(1530, 1530) = 2163.75
d(1531, 1531) = 2165.16
d(1532, 1532) = 2166.58
d(1533, 1533) = 2167.99
d(1534, 1534) = 2169.4
d(1535, 1535) = 2170.82
d(1536, 1536) = 2172.23
d(1537, 1537) = 2173.65
d(1538, 1538) = 2175.06
d(1539, 1539) = 2176.47
d(1540, 1540) = 2177.89
d(1541, 1541) = 2179.3
d(1542, 1542) = 2180.72
d(1543, 1543) = 2182.13
d(1544, 1544) = 2183.55
d(1545, 1545) = 2184.96
d(1546, 1546) = 2186.37
d(1547, 1547) = 2187.79
d(1548, 1548) = 2189.2
d(1549, 1549) = 2190.62
d(1550, 1550) = 2192.03
d(1551, 1551) = 2193.45
d(1552, 1552) = 2194.86
d(1553, 1553) = 2196.27
d(1554, 1554) = 2197.69
d(1555, 1555) = 2199.1
d(1556, 1556) = 2200.52
d(1557, 1557) = 2201.93
d(1558, 1558) = 2203.34
d(1559, 1559) = 2204.76
d(1560, 1560) = 2206.17
d(1561, 1561) = 2207.59
d(1562, 1562) = 2209
d(1563, 1563) = 2210.42
d(1564, 1564) = 2211.83
d(1565, 1565) = 2213.24
d(1566, 1566) = 2214.66
d(1567, 1567) = 2216.07
d(1568, 1568) = 2217.49
d(1569, 1569) = 2218.9
d(1570, 1570) = 2220.32
d(1571, 1571) = 2221.73
d(1572, 1572) = 2223.14
d(1573, 1573) = 2224.56
d(1574, 1574) = 2225.97
d(1575, 1575) = 2227.39
d(1576, 1576) = 2228.8
d(1577, 1577) = 2230.21
d(1578, 1578) = 2231.63
d(1579, 1579) = 2233.04
d(1580, 1580) = 2234.46
d(1581, 1581) = 2235.87
d(1582, 1582) = 2237.29
d(1583, 1583) = 2238.7
d(1584, 1584) = 2240.11
d(1585, 1585) = 2241.53
d(1586, 1586) = 2242.94
d(1587, 1587) = 2244.36
d(1588, 1588) = 2245.77
d(1589, 1589) = 2247.19
d(1590, 1590) = 2248.6
d(1591, 1591) = 2250.01
d(1592, 1592) = 2251.43
d(1593, 1593) = 2252.84
d(1594, 1594) = 2254.26
d(1595, 1595) = 2255.67
d(1596, 1596) = 2257.08
d(1597, 1597) = 2258.5
d(1598, 1598) = 2259.91
d(1599, 1599) = 2261.33
d(1600, 1600) = 2262.74
d(1601, 1601) = 2264.16
d(1602, 1602) = 2265.57
d(1603, 1603) = 2266.98
d(1604, 1604) = 2268.4
d(1605, 1605) = 2269.81
d(1606, 1606) = 2271.23
d(1607, 1607) = 2272.64
d(1608, 1608) = 2274.06
d(1609, 1609) = 2275.47
d(1610, 1610) = 2276.88
d(1611, 1611) = 2278.3
d(1612, 1612) = 2279.71
d(1613, 1613) = 2281.13
d(1614, 1614) = 2282.54
d(1615, 1615) = 2283.95
d(1616, 1616) = 2285.37
d(1617, 1617) = 2286.78
d(1618, 1618) = 2288.2
d(1619, 1619) = 2289.61
d(1620, 1620) = 2291.03
d(1621, 1621) = 2292.44
d(1622, 1622) = 2293.85
d(1623, 1623) = 2295.27
d(1624, 1624) = 2296.68
d(1625, 1625) = 2298.1
d(1626, 1626) = 2299.51
d(1627, 1627) = 2300.93
d(1628, 1628) = 2302.34
d(1629, 1629) = 2303.75
d(1630, 1630) = 2305.17
d(1631, 1631) = 2306.58
d(1632, 1632) = 2308
d(1633, 1633) = 2309.41
d(1634, 1634) = 2310.82
d(1635, 1635) = 2312.24
d(1636, 1636) = 2313.65
d(1637, 1637) = 2315.07
d(1638, 1638) = 2316.48
d(1639, 1639) = 2317.9
d(1640, 1640) = 2319.31
d(1641, 1641) = 2320.72
d(1642, 1642) = 2322.14
d(1643, 1643) = 2323.55
d(1644, 1644) = 2324.97
d(1645, 1645) = 2326.38
d(1646, 1646) = 2327.8
d(1647, 1647) = 2329.21
d(1648, 1648) = 2330.62
d(1649, 1649) = 2332.04
d(1650, 1650) = 2333.45
d(1651, 1651) = 2334.87
d(1652, 1652) = 2336.28
d(1653, 1653) = 2337.7
d(1654, 1654) = 2339.11
d(1655, 1655) = 2340.52
d(1656, 1656) = 2341.94
d(1657, 1657) = 2343.35
d(1658, 1658) = 2344.77
d(1659, 1659) = 2346.18
d(1660, 1660) = 2347.59
d(1661, 1661) = 2349.01
d(1662, 1662) = 2350.42
d(1663, 1663) = 2351.84
d(1664, 1664) = 2353.25
d(1665, 1665) = 2354.67
d(1666, 1666) = 2356.08
d(1667, 1667) = 2357.49
d(1668, 1668) = 2358.91
d(1669, 1669) = 2360.32
d(1670, 1670) = 2361.74
d(1671, 1671) = 2363.15
d(1672, 1672) = 2364.57
d(1673, 1673) = 2365.98
d(1674, 1674) = 2367.39
d(1675, 1675) = 2368.81
d(1676, 1676) = 2370.22
d(1677, 1677) = 2371.64
d(1678, 1678) = 2373.05
d(1679, 1679) = 2374.46
d(1680, 1680) = 2375.88
d(1681, 1681) = 2377.29
d(1682, 1682) = 2378.71
d(1683, 1683) = 2380.12
d(1684, 1684) = 2381.54
d(1685, 1685) = 2382.95
d(1686, 1686) = 2384.36
d(1687, 1687) = 2385.78
d(1688, 1688) = 2387.19
d(1689, 1689) = 2388.61
d(1690, 1690) = 2390.02
d(1691, 1691) = 2391.44
d(1692, 1692) = 2392.85
d(1693, 1693) = 2394.26
d(1694, 1694) = 2395.68
d(1695, 1695) = 2397.09
d(1696, 1696) = 2398.51
d(1697, 1697) = 2399.92
d(1698, 1698) = 2401.33
d(1699, 1699) = 2402.75
d(1700, 1700) = 2404.16
d(1701, 1701) = 2405.58
d(1702, 1702) = 2406.99
d(1703, 1703) = 2408.41
d(1704, 1704) = 2409.82
d(1705, 1705) = 2411.23
d(1706, 1706) = 2412.65
d(1707, 1707) = 2414.06
d(1708, 1708) = 2415.48
d(1709, 1709) = 2416.89
d(1710, 1710) = 2418.31
d(1711, 1711) = 2419.72
d(1712, 1712) = 2421.13
d(1713, 1713) = 2422.55
d(1714, 1714) = 2423.96
d(1715, 1715) = 2425.38
d(1716, 1716) = 2426.79
d(1717, 1717) = 2428.2
d(1718, 1718) = 2429.62
d(1719, 1719) = 2431.03
d(1720, 1720) = 2432.45
d(1721, 1721) = 2433.86
d(1722, 1722) = 2435.28
d(1723, 1723) = 2436.69
d(1724, 1724) = 2438.1
d(1725, 1725) = 2439.52
d(1726, 1726) = 2440.93
d(1727, 1727) = 2442.35
d(1728, 1728) = 2443.76
d(1729, 1729) = 2445.18
d(1730, 1730) = 2446.59
d(1731, 1731) = 2448
d(1732, 1732) = 2449.42
d(1733, 1733) = 2450.83
d(1734, 1734) = 2452.25
d(1735, 1735) = 2453.66
d(1736, 1736) = 2455.07
d(1737, 1737) = 2456.49
d(1738, 1738) = 2457.9
d(1739, 1739) = 2459.32
d(1740, 1740) = 2460.73
d(1741, 1741) = 2462.15
d(1742, 1742) = 2463.56
d(1743, 1743) = 2464.97
d(1744, 1744) = 2466.39
d(1745, 1745) = 2467.8
d(1746, 1746) = 2469.22
d(1747, 1747) = 2470.63
d(1748, 1748) = 2472.05
d(1749, 1749) = 2473.46
d(1750, 1750) = 2474.87
d(1751, 1751) = 2476.29
d(1752, 1752) = 2477.7
d(1753, 1753) = 2479.12
d(1754, 1754) = 2480.53
d(1755, 1755) = 2481.94
d(1756, 1756) = 2483.36
d(1757, 1757) = 2484.77
d(1758, 1758) = 2486.19
d(1759, 1759) = 2487.6
d(1760, 1760) = 2489.02
d(1761, 1761) = 2490.43
d(1762, 1762) = 2491.84
d(1763, 1763) = 2493.26
d(1764, 1764) = 2494.67
d(1765, 1765) = 2496.09
d(1766, 1766) = 2497.5
d(1767, 1767) = 2498.92
d(1768, 1768) = 2500.33
d(1769, 1769) = 2501.74
d(1770, 1770) = 2503.16
d(1771, 1771) = 2504.57
d(1772, 1772) = 2505.99
d(1773, 1773) = 2507.4
d(1774, 1774) = 2508.81
d(1775, 1775) = 2510.23
d(1776, 1776) = 2511.64
d(1777, 1777) = 2513.06
d(1778, 1778) = 2514.47
d(1779, 1779) = 2515.89
d(1780, 1780) = 2517.3
d(1781, 1781) = 2518.71
d(1782, 1782) = 2520.13
d(1783, 1783) = 2521.54
d(1784, 1784) = 2522.96
d(1785, 1785) = 2524.37
d(1786, 1786) = 2525.79
d(1787, 1787) = 2527.2
d(1788, 1788) = 2528.61
d(1789, 1789) = 2530.03
d(1790, 1790) = 2531.44
d(1791, 1791) = 2532.86
d(1792, 1792) = 2534.27
d(1793, 1793) = 2535.68
d(1794, 1794) = 2537.1
d(1795, 1795) = 2538.51
d(1796, 1796) = 2539.93
d(1797, 1797) = 2541.34
d(1798, 1798) = 2542.76
d(1799, 1799) = 2544.17
d(1800, 1800) = 2545.58
d(1801, 1801) = 2547
d(1802, 1802) = 2548.41
d(1803, 1803) = 2549.83
d(1804, 1804) = 2551.24
d(1805, 1805) = 2552.66
d(1806, 1806) = 2554.07
d(1807, 1807) = 2555.48
d(1808, 1808) = 2556.9
d(1809, 1809) = 2558.31
d(1810, 1810) = 2559.73
d(1811, 1811) = 2561.14
d(1812, 1812) = 2562.55
d(1813, 1813) = 2563.97
d(1814, 1814) = 2565.38
d(1815, 1815) = 2566.8
d(1816, 1816) = 2568.21
d(1817, 1817) = 2569.63
d(1818, 1818) = 2571.04
d(1819, 1819) = 2572.45
d(1820, 1820) = 2573.87
d(1821, 1821) = 2575.28
d(1822, 1822) = 2576.7
d(1823, 1823) = 2578.11
d(1824, 1824) = 2579.53
d(1825, 1825) = 2580.94
d(1826, 1826) = 2582.35
d(1827, 1827) = 2583.77
d(1828, 1828) = 2585.18
d(1829, 1829) = 2586.6
d(1830, 1830) = 2588.01
d(1831, 1831) = 2589.43
d(1832, 1832) = 2590.84
d(1833, 1833) = 2592.25
d(1834, 1834) = 2593.67
d(1835, 1835) = 2595.08
d(1836, 1836) = 2596.5
d(1837, 1837) = 2597.91
d(1838, 1838) = 2599.32
d(1839, 1839) = 2600.74
d(1840, 1840) = 2602.15
d(1841, 1841) = 2603.57
d(1842, 1842) = 2604.98
d(1843, 1843) = 2606.4
d(1844, 1844) = 2607.81
d(1845, 1845) = 2609.22
d(1846, 1846) = 2610.64
d(1847, 1847) = 2612.05
d(1848, 1848) = 2613.47
d(1849, 1849) = 2614.88
d(1850, 1850) = 2616.3
d(1851, 1851) = 2617.71
d(1852, 1852) = 2619.12
d(1853, 1853) = 2620.54
d(1854, 1854) = 2621.95
d(1855, 1855) = 2623.37
d(1856, 1856) = 2624.78
d(1857, 1857) = 2626.19
d(1858, 1858) = 2627.61
d(1859, 1859) = 2629.02
d(1860, 1860) = 2630.44
d(1861, 1861) = 2631.85
d(1862, 1862) = 2633.27
d(1863, 1863) = 2634.68
d(1864, 1864) = 2636.09
d(1865, 1865) = 2637.51
d(1866, 1866) = 2638.92
d(1867, 1867) = 2640.34
d(1868, 1868) = 2641.75
d(1869, 1869) = 2643.17
d(1870, 1870) = 2644.58
d(1871, 1871) = 2645.99
d(1872, 1872) = 2647.41
d(1873, 1873) = 2648.82
d(1874, 1874) = 2650.24
d(1875, 1875) = 2651.65
d(1876, 1876) = 2653.06
d(1877, 1877) = 2654.48
d(1878, 1878) = 2655.89
d(1879, 1879) = 2657.31
d(1880, 1880) = 2658.72
d(1881, 1881) = 2660.14
d(1882, 1882) = 2661.55
d(1883, 1883) = 2662.96
d(1884, 1884) = 2664.38
d(1885, 1885) = 2665.79
d(1886, 1886) = 2667.21
d(1887, 1887) = 2668.62
d(1888, 1888) = 2670.04
d(1889, 1889) = 2671.45
d(1890, 1890) = 2672.86
d(1891, 1891) = 2674.28
d(1892, 1892) = 2675.69
d(1893, 1893) = 2677.11
d(1894, 1894) = 2678.52
d(1895, 1895) = 2679.93
d(1896, 1896) = 2681.35
d(1897, 1897) = 2682.76
d(1898, 1898) = 2684.18
d(1899, 1899) = 2685.59
d(1900, 1900) = 2687.01
d(1901, 1901) = 2688.42
d(1902, 1902) = 2689.83
d(1903, 1903) = 2691.25
d(1904, 1904) = 2692.66
d(1905, 1905) = 2694.08
d(1906, 1906) = 2695.49
d(1907, 1907) = 2696.91
d(1908, 1908) = 2698.32
d(1909, 1909) = 2699.73
d(1910, 1910) = 2701.15
d(1911, 1911) = 2702.56
d(1912, 1912) = 2703.98
d(1913, 1913) = 2705.39
d(1914, 1914) = 2706.8
